"ppn"	"mv"	"trial"	"blk"	"hnd"	"tfac"	"fac"	"prmt"	"ttype"	"xr"	"r"	"cor"	"rt"	"re"	"target"	"contingency_aware"	"contingency_correct"
"2319"	19	"v"	15	1	1	1	2	216	1	5	5	1	440	1	"liefhebbend"	0	4
"2320"	19	"v"	16	1	1	1	2	216	1	5	5	1	396	7	"sympathiek"	0	4
"2322"	19	"v"	18	1	1	1	2	216	0	6	6	1	530	7	"stug"	0	4
"2323"	19	"v"	19	1	1	1	0	216	0	6	6	1	580	1	"onsympathiek"	0	2
"2324"	19	"v"	20	1	1	1	7	216	0	6	6	1	449	8	"stug"	1	1
"2326"	19	"v"	22	1	1	2	4	216	0	6	6	1	568	7	"onsympathiek"	0	3
"2327"	19	"v"	23	1	1	1	0	216	1	5	5	1	469	1	"mooi"	0	2
"2328"	19	"v"	24	1	1	1	0	216	1	5	5	1	446	26	"mooi"	0	2
"2329"	19	"v"	25	1	1	1	6	216	0	6	6	1	512	1	"onsympathiek"	0	4
"2330"	19	"v"	26	1	1	2	4	216	0	6	6	1	526	1	"onsympathiek"	0	3
"2331"	19	"v"	27	1	1	2	5	216	0	6	6	1	456	8	"stug"	1	1
"2332"	19	"v"	28	1	1	2	5	216	1	5	5	1	440	1	"mooi"	1	1
"2333"	19	"v"	29	1	1	2	5	216	1	5	5	1	565	1	"aangenaam"	1	1
"2334"	19	"v"	30	1	1	2	1	216	0	6	6	1	474	7	"onsympathiek"	0	2
"2335"	19	"v"	31	1	1	1	2	216	0	6	6	1	573	1	"onvriendelijk"	0	4
"2336"	19	"v"	32	1	1	1	6	216	1	5	5	1	413	10	"mooi"	0	4
"2337"	19	"v"	33	2	1	1	0	216	0	6	6	1	499	1	"stug"	0	2
"2338"	19	"v"	34	2	1	2	4	216	0	6	6	1	495	1	"irritant"	0	3
"2339"	19	"v"	35	2	1	2	5	216	0	6	6	1	553	1	"onaardig"	1	1
"2340"	19	"v"	36	2	1	2	5	216	0	6	6	1	450	7	"onaardig"	1	1
"2341"	19	"v"	37	2	1	2	3	216	1	5	5	1	417	7	"mooi"	1	1
"2342"	19	"v"	38	2	1	1	0	216	0	6	6	1	480	7	"onaardig"	0	2
"2343"	19	"v"	39	2	1	1	7	216	0	6	6	1	365	6	"onvriendelijk"	1	1
"2344"	19	"v"	40	2	1	1	6	216	0	6	6	1	424	1	"stug"	0	4
"2345"	19	"v"	41	2	1	2	5	216	0	6	6	1	450	7	"irritant"	1	1
"2346"	19	"v"	42	2	1	2	1	216	1	5	5	1	509	1	"lief"	0	2
"2347"	19	"v"	43	2	1	1	2	216	1	5	5	1	651	1	"liefhebbend"	0	4
"2348"	19	"v"	44	2	1	1	6	216	1	5	5	1	391	1	"lief"	0	4
"2349"	19	"v"	45	2	1	2	5	216	1	5	5	1	349	1	"aangenaam"	1	1
"2350"	19	"v"	46	2	1	1	6	216	1	5	5	1	353	1	"lief"	0	4
"2351"	19	"v"	47	2	1	1	7	216	0	6	6	1	487	1	"stug"	1	1
"2353"	19	"v"	49	2	1	2	3	216	0	6	6	1	520	7	"onaardig"	1	1
"2354"	19	"v"	50	2	1	2	1	216	0	6	6	1	473	10	"onsympathiek"	0	2
"2355"	19	"v"	51	2	1	2	3	216	1	5	5	1	382	1	"mooi"	1	1
"2356"	19	"v"	52	2	1	2	3	216	1	5	5	1	401	7	"aangenaam"	1	1
"2357"	19	"v"	53	2	1	1	0	216	1	5	5	1	427	7	"aangenaam"	0	2
"2358"	19	"v"	54	2	1	2	3	216	0	6	6	1	437	1	"stug"	1	1
"2359"	19	"v"	55	2	1	2	1	216	0	6	6	1	471	7	"onaardig"	0	2
"2360"	19	"v"	56	2	1	2	1	216	1	5	5	1	491	7	"mooi"	0	2
"2361"	19	"v"	57	2	1	1	6	216	1	5	5	1	430	1	"mooi"	0	4
"2362"	19	"v"	58	2	1	2	3	216	0	6	6	1	596	9	"humeurig"	1	1
"2363"	19	"v"	59	2	1	1	6	216	0	6	6	1	548	1	"onaardig"	0	4
"2364"	19	"v"	60	2	1	2	3	216	0	6	6	1	519	1	"onvriendelijk"	1	1
"2365"	19	"v"	61	2	1	1	0	216	1	5	5	1	540	7	"vriendelijk"	0	2
"2366"	19	"v"	62	2	1	2	1	216	1	5	5	1	420	1	"mooi"	0	2
"2367"	19	"v"	63	2	1	1	6	216	0	6	6	1	477	1	"irritant"	0	4
"2368"	19	"v"	64	2	1	2	1	216	0	6	6	1	413	1	"irritant"	0	2
"2369"	19	"v"	65	3	1	2	4	216	1	5	5	1	641	1	"aangenaam"	0	3
"2370"	19	"v"	66	3	1	2	4	216	1	5	5	1	551	7	"sympathiek"	0	3
"2371"	19	"v"	67	3	1	1	7	216	1	5	5	1	460	8	"mooi"	1	1
"2372"	19	"v"	68	3	1	1	2	216	0	6	6	1	450	7	"stug"	0	4
"2373"	19	"v"	69	3	1	2	4	216	0	6	6	1	445	7	"onaardig"	0	3
"2374"	19	"v"	70	3	1	1	2	216	0	6	6	1	420	7	"stug"	0	4
"2375"	19	"v"	71	3	1	2	1	216	1	5	5	1	362	7	"vriendelijk"	0	2
"2376"	19	"v"	72	3	1	1	2	216	0	6	6	1	458	1	"irritant"	0	4
"2377"	19	"v"	73	3	1	2	5	216	0	6	6	1	478	7	"humeurig"	1	1
"2378"	19	"v"	74	3	1	2	5	216	0	6	6	1	532	7	"irritant"	1	1
"2379"	19	"v"	75	3	1	1	7	216	1	5	5	1	469	1	"lief"	1	1
"2380"	19	"v"	76	3	1	2	1	216	0	6	6	1	396	1	"stug"	0	2
"2381"	19	"v"	77	3	1	1	0	216	1	5	5	1	469	7	"lief"	0	2
"2382"	19	"v"	78	3	1	1	7	216	0	6	6	1	444	6	"onsympathiek"	1	1
"2383"	19	"v"	79	3	1	2	1	216	1	5	5	1	422	1	"mooi"	0	2
"2384"	19	"v"	80	3	1	1	7	216	0	6	6	1	539	1	"onvriendelijk"	1	1
"2385"	19	"v"	81	3	1	2	3	216	0	6	6	1	502	7	"irritant"	1	1
"2386"	19	"v"	82	3	1	2	5	216	1	5	5	1	563	1	"vriendelijk"	1	1
"2387"	19	"v"	83	3	1	1	0	216	1	5	5	1	614	7	"liefhebbend"	0	2
"2388"	19	"v"	84	3	1	2	3	216	1	5	5	1	521	7	"lief"	1	1
"2389"	19	"v"	85	3	1	2	5	216	0	6	6	1	493	1	"irritant"	1	1
"2390"	19	"v"	86	3	1	1	7	216	0	6	6	1	468	7	"onsympathiek"	1	1
"2391"	19	"v"	87	3	1	2	3	216	0	6	6	1	437	1	"stug"	1	1
"2392"	19	"v"	88	3	1	1	0	216	1	5	5	1	464	7	"lief"	0	2
"2393"	19	"v"	89	3	1	1	6	216	0	6	6	1	467	1	"onsympathiek"	0	4
"2394"	19	"v"	90	3	1	2	4	216	1	5	5	1	515	1	"liefhebbend"	0	3
"2395"	19	"v"	91	3	1	1	0	216	0	6	6	1	481	6	"irritant"	0	2
"2396"	19	"v"	92	3	1	2	3	216	1	5	5	1	501	7	"liefhebbend"	1	1
"2397"	19	"v"	93	3	1	1	2	216	1	5	5	1	466	7	"lief"	0	4
"2398"	19	"v"	94	3	1	1	7	216	1	5	5	1	576	7	"sympathiek"	1	1
"2399"	19	"v"	95	3	1	2	5	216	1	5	5	1	480	7	"lief"	1	1
"2400"	19	"v"	96	3	1	2	4	216	1	5	5	1	397	7	"mooi"	0	3
"2401"	19	"v"	97	4	1	2	5	216	1	5	5	1	431	7	"liefhebbend"	1	1
"2402"	19	"v"	98	4	1	1	2	216	0	6	6	1	552	1	"onsympathiek"	0	4
"2404"	19	"v"	100	4	1	1	0	216	1	5	5	1	451	6	"liefhebbend"	0	2
"2405"	19	"v"	101	4	1	2	5	216	1	5	5	1	408	6	"liefhebbend"	1	1
"2406"	19	"v"	102	4	1	2	4	216	0	6	6	1	444	7	"stug"	0	3
"2407"	19	"v"	103	4	1	2	3	216	0	6	6	1	422	1	"humeurig"	1	1
"2408"	19	"v"	104	4	1	1	0	216	0	6	6	1	460	6	"stug"	0	2
"2409"	19	"v"	105	4	1	1	7	216	0	6	6	1	632	1	"humeurig"	1	1
"2410"	19	"v"	106	4	1	2	1	216	1	5	5	1	481	8	"liefhebbend"	0	2
"2411"	19	"v"	107	4	1	2	4	216	1	5	5	1	374	7	"mooi"	0	3
"2412"	19	"v"	108	4	1	2	1	216	1	5	5	1	408	7	"lief"	0	2
"2413"	19	"v"	109	4	1	1	2	216	1	5	5	1	377	1	"aangenaam"	0	4
"2414"	19	"v"	110	4	1	1	2	216	0	6	6	1	387	1	"stug"	0	4
"2415"	19	"v"	111	4	1	1	2	216	0	6	6	1	397	1	"stug"	0	4
"2416"	19	"v"	112	4	1	1	7	216	1	5	5	1	465	7	"vriendelijk"	1	1
"2417"	19	"v"	113	4	1	2	4	216	1	5	5	1	458	1	"aangenaam"	0	3
"2418"	19	"v"	114	4	1	1	6	216	1	5	5	1	357	7	"mooi"	0	4
"2419"	19	"v"	115	4	1	2	5	216	1	5	5	1	383	9	"vriendelijk"	1	1
"2420"	19	"v"	116	4	1	2	1	216	0	6	6	1	498	1	"irritant"	0	2
"2421"	19	"v"	117	4	1	2	4	216	1	5	5	1	590	7	"lief"	0	3
"2422"	19	"v"	118	4	1	1	6	216	0	6	6	1	568	1	"onaardig"	0	4
"2423"	19	"v"	119	4	1	1	7	216	1	5	5	1	474	7	"mooi"	1	1
"2424"	19	"v"	120	4	1	1	7	216	0	6	6	1	511	1	"onaardig"	1	1
"2425"	19	"v"	121	4	1	2	1	216	0	6	6	1	519	1	"humeurig"	0	2
"2426"	19	"v"	122	4	1	2	5	216	0	6	6	1	407	7	"onsympathiek"	1	1
"2427"	19	"v"	123	4	1	1	7	216	1	5	5	1	524	1	"liefhebbend"	1	1
"2428"	19	"v"	124	4	1	2	3	216	0	6	6	1	490	6	"humeurig"	1	1
"2429"	19	"v"	125	4	1	1	2	216	1	5	5	1	554	1	"aangenaam"	0	4
"2430"	19	"v"	126	4	1	2	4	216	0	6	6	1	487	7	"stug"	0	3
"2431"	19	"v"	127	4	1	1	2	216	1	5	5	1	555	7	"sympathiek"	0	4
"2434"	20	"v"	2	1	2	1	7	216	0	5	5	1	509	1	"stug"	1	1
"2435"	20	"v"	3	1	2	1	0	216	1	6	6	1	412	1	"lief"	0	3
"2436"	20	"v"	4	1	2	1	0	216	1	6	6	1	459	1	"aangenaam"	0	3
"2437"	20	"v"	5	1	2	2	3	216	0	5	5	1	511	7	"onsympathiek"	1	1
"2438"	20	"v"	6	1	2	2	5	216	0	5	5	1	499	1	"stug"	0	4
"2439"	20	"v"	7	1	2	1	7	216	0	5	5	1	559	6	"irritant"	1	1
"2440"	20	"v"	8	1	2	2	4	216	0	5	5	1	548	7	"onsympathiek"	0	2
"2441"	20	"v"	9	1	2	2	4	216	1	6	6	1	432	1	"aangenaam"	0	2
"2442"	20	"v"	10	1	2	1	6	216	1	6	6	1	407	7	"mooi"	1	1
"2443"	20	"v"	11	1	2	2	5	216	1	6	6	1	430	7	"lief"	0	4
"2444"	20	"v"	12	1	2	2	5	216	1	6	6	1	482	7	"sympathiek"	0	4
"2445"	20	"v"	13	1	2	1	2	216	0	5	5	1	446	7	"onvriendelijk"	0	4
"2446"	20	"v"	14	1	2	1	0	216	0	5	5	1	547	8	"onaardig"	0	3
"2447"	20	"v"	15	1	2	1	7	216	0	5	5	1	467	1	"onaardig"	1	1
"2448"	20	"v"	16	1	2	1	7	216	1	6	6	1	407	7	"mooi"	1	1
"2449"	20	"v"	17	1	2	2	3	216	1	6	6	1	455	9	"aangenaam"	1	1
"2450"	20	"v"	18	1	2	2	5	216	0	5	5	1	438	1	"onvriendelijk"	0	4
"2451"	20	"v"	19	1	2	1	7	216	0	5	5	1	445	1	"stug"	1	1
"2452"	20	"v"	20	1	2	1	7	216	1	6	6	1	557	1	"liefhebbend"	1	1
"2453"	20	"v"	21	1	2	2	1	216	1	6	6	1	510	1	"lief"	0	4
"2454"	20	"v"	22	1	2	1	6	216	0	5	5	1	485	7	"onsympathiek"	1	1
"2455"	20	"v"	23	1	2	1	2	216	0	5	5	1	483	7	"irritant"	0	4
"2456"	20	"v"	24	1	2	2	3	216	0	5	5	1	506	1	"stug"	1	1
"2457"	20	"v"	25	1	2	2	5	216	1	6	6	1	408	1	"lief"	0	4
"2458"	20	"v"	26	1	2	2	1	216	0	5	5	1	432	1	"onaardig"	0	4
"2459"	20	"v"	27	1	2	1	2	216	0	5	5	1	433	1	"stug"	0	4
"2460"	20	"v"	28	1	2	2	5	216	0	5	5	1	525	1	"onsympathiek"	0	4
"2461"	20	"v"	29	1	2	2	3	216	0	5	5	1	408	1	"onsympathiek"	1	1
"2462"	20	"v"	30	1	2	2	5	216	1	6	6	1	425	7	"mooi"	0	4
"2463"	20	"v"	31	1	2	2	4	216	1	6	6	1	406	7	"mooi"	0	2
"2465"	20	"v"	33	2	2	2	1	216	0	5	5	1	442	1	"onvriendelijk"	0	4
"2467"	20	"v"	35	2	2	1	2	216	1	6	6	1	422	1	"vriendelijk"	0	4
"2468"	20	"v"	36	2	2	2	3	216	1	6	6	1	395	6	"aangenaam"	1	1
"2469"	20	"v"	37	2	2	2	5	216	1	6	6	1	471	7	"sympathiek"	0	4
"2470"	20	"v"	38	2	2	1	2	216	0	5	5	1	445	6	"irritant"	0	4
"2471"	20	"v"	39	2	2	2	4	216	1	6	6	1	505	1	"mooi"	0	2
"2472"	20	"v"	40	2	2	2	5	216	1	6	6	1	507	7	"liefhebbend"	0	4
"2473"	20	"v"	41	2	2	2	1	216	0	5	5	1	538	7	"onvriendelijk"	0	4
"2474"	20	"v"	42	2	2	1	7	216	1	6	6	1	429	1	"vriendelijk"	1	1
"2475"	20	"v"	43	2	2	1	0	216	0	5	5	1	477	1	"onsympathiek"	0	3
"2476"	20	"v"	44	2	2	2	4	216	0	5	5	1	601	1	"onaardig"	0	2
"2477"	20	"v"	45	2	2	1	2	216	1	6	6	1	508	7	"liefhebbend"	0	4
"2478"	20	"v"	46	2	2	1	2	216	0	5	5	1	480	1	"stug"	0	4
"2479"	20	"v"	47	2	2	2	1	216	0	5	5	1	444	7	"stug"	0	4
"2480"	20	"v"	48	2	2	2	5	216	1	6	6	1	415	1	"lief"	0	4
"2481"	20	"v"	49	2	2	2	3	216	1	6	6	1	660	7	"lief"	1	1
"2482"	20	"v"	50	2	2	1	2	216	1	6	6	1	480	6	"sympathiek"	0	4
"2483"	20	"v"	51	2	2	2	3	216	0	5	5	1	414	7	"irritant"	1	1
"2484"	20	"v"	52	2	2	1	7	216	1	6	6	1	409	7	"aangenaam"	1	1
"2485"	20	"v"	53	2	2	1	2	216	1	6	6	1	462	1	"aangenaam"	0	4
"2486"	20	"v"	54	2	2	1	2	216	1	6	6	1	459	7	"aangenaam"	0	4
"2487"	20	"v"	55	2	2	1	7	216	1	6	6	1	414	1	"mooi"	1	1
"2488"	20	"v"	56	2	2	2	1	216	1	6	6	1	475	7	"liefhebbend"	0	4
"2489"	20	"v"	57	2	2	2	1	216	1	6	6	1	466	7	"sympathiek"	0	4
"2490"	20	"v"	58	2	2	1	6	216	1	6	6	1	441	7	"liefhebbend"	1	1
"2491"	20	"v"	59	2	2	1	6	216	0	5	5	1	433	1	"onvriendelijk"	1	1
"2492"	20	"v"	60	2	2	2	5	216	1	6	6	1	449	6	"aangenaam"	0	4
"2493"	20	"v"	61	2	2	2	1	216	1	6	6	1	432	1	"sympathiek"	0	4
"2494"	20	"v"	62	2	2	1	7	216	1	6	6	1	442	1	"liefhebbend"	1	1
"2495"	20	"v"	63	2	2	1	2	216	0	5	5	1	480	7	"stug"	0	4
"2496"	20	"v"	64	2	2	2	5	216	0	5	5	1	414	6	"stug"	0	4
"2497"	20	"v"	65	3	2	1	2	216	1	6	6	1	462	7	"liefhebbend"	0	4
"2498"	20	"v"	66	3	2	1	6	216	0	5	5	1	406	1	"onvriendelijk"	1	1
"2499"	20	"v"	67	3	2	2	3	216	0	5	5	1	399	7	"onsympathiek"	1	1
"2500"	20	"v"	68	3	2	2	4	216	1	6	6	1	371	1	"sympathiek"	0	2
"2501"	20	"v"	69	3	2	1	6	216	1	6	6	1	381	1	"sympathiek"	1	1
"2502"	20	"v"	70	3	2	2	4	216	1	6	6	1	405	1	"lief"	0	2
"2503"	20	"v"	71	3	2	1	2	216	1	6	6	1	400	6	"lief"	0	4
"2504"	20	"v"	72	3	2	1	7	216	0	5	5	1	405	7	"irritant"	1	1
"2505"	20	"v"	73	3	2	2	1	216	0	5	5	1	465	1	"stug"	0	4
"2506"	20	"v"	74	3	2	2	4	216	1	6	6	1	437	7	"lief"	0	2
"2507"	20	"v"	75	3	2	2	5	216	0	5	5	1	410	1	"stug"	0	4
"2508"	20	"v"	76	3	2	1	6	216	0	5	5	1	380	7	"stug"	1	1
"2509"	20	"v"	77	3	2	1	7	216	0	5	5	1	390	1	"stug"	1	1
"2510"	20	"v"	78	3	2	1	7	216	1	6	6	1	440	1	"liefhebbend"	1	1
"2511"	20	"v"	79	3	2	2	4	216	0	5	5	1	501	7	"irritant"	0	2
"2512"	20	"v"	80	3	2	1	0	216	1	6	6	1	464	1	"mooi"	0	3
"2513"	20	"v"	81	3	2	1	6	216	1	6	6	1	392	1	"lief"	1	1
"2514"	20	"v"	82	3	2	1	6	216	0	5	5	1	423	1	"onvriendelijk"	1	1
"2515"	20	"v"	83	3	2	1	0	216	1	6	6	1	428	10	"lief"	0	3
"2516"	20	"v"	84	3	2	1	0	216	1	6	6	1	409	1	"mooi"	0	3
"2517"	20	"v"	85	3	2	1	0	216	1	6	6	1	507	1	"liefhebbend"	0	3
"2518"	20	"v"	86	3	2	1	6	216	1	6	6	1	391	6	"liefhebbend"	1	1
"2519"	20	"v"	87	3	2	1	0	216	0	5	5	1	433	1	"stug"	0	3
"2521"	20	"v"	89	3	2	2	1	216	0	5	5	1	411	1	"onvriendelijk"	0	4
"2522"	20	"v"	90	3	2	1	0	216	0	5	5	1	427	7	"onsympathiek"	0	3
"2523"	20	"v"	91	3	2	2	4	216	0	5	5	1	462	7	"stug"	0	2
"2524"	20	"v"	92	3	2	2	5	216	0	5	5	1	508	1	"irritant"	0	4
"2525"	20	"v"	93	3	2	1	6	216	0	5	5	1	464	7	"irritant"	1	1
"2526"	20	"v"	94	3	2	1	7	216	0	5	5	1	467	1	"irritant"	1	1
"2527"	20	"v"	95	3	2	2	1	216	1	6	6	1	657	1	"sympathiek"	0	4
"2528"	20	"v"	96	3	2	2	3	216	0	5	5	1	421	7	"onsympathiek"	1	1
"2529"	20	"v"	97	4	2	1	6	216	0	5	5	1	467	1	"irritant"	1	1
"2530"	20	"v"	98	4	2	1	0	216	1	6	6	1	435	1	"lief"	0	3
"2531"	20	"v"	99	4	2	2	5	216	0	5	5	1	376	6	"onvriendelijk"	0	4
"2532"	20	"v"	100	4	2	1	0	216	0	5	5	1	458	8	"irritant"	0	3
"2533"	20	"v"	101	4	2	2	4	216	1	6	6	1	463	9	"sympathiek"	0	2
"2534"	20	"v"	102	4	2	2	3	216	0	5	5	1	559	7	"humeurig"	1	1
"2535"	20	"v"	103	4	2	2	3	216	1	6	6	1	634	1	"vriendelijk"	1	1
"2536"	20	"v"	104	4	2	1	6	216	0	5	5	1	471	7	"stug"	1	1
"2537"	20	"v"	105	4	2	2	1	216	1	6	6	1	472	1	"sympathiek"	0	4
"2538"	20	"v"	106	4	2	2	4	216	0	5	5	1	421	6	"onsympathiek"	0	2
"2539"	20	"v"	107	4	2	1	7	216	1	6	6	1	552	1	"sympathiek"	1	1
"2540"	20	"v"	108	4	2	1	2	216	0	5	5	1	403	1	"onaardig"	0	4
"2541"	20	"v"	109	4	2	2	3	216	1	6	6	1	431	1	"aangenaam"	1	1
"2542"	20	"v"	110	4	2	2	3	216	1	6	6	1	518	7	"liefhebbend"	1	1
"2544"	20	"v"	112	4	2	2	4	216	0	5	5	1	490	7	"onsympathiek"	0	2
"2545"	20	"v"	113	4	2	2	1	216	1	6	6	1	390	1	"mooi"	0	4
"2546"	20	"v"	114	4	2	1	0	216	0	5	5	1	536	7	"onaardig"	0	3
"2547"	20	"v"	115	4	2	2	3	216	1	6	6	1	399	7	"mooi"	1	1
"2548"	20	"v"	116	4	2	1	0	216	0	5	5	1	424	1	"onvriendelijk"	0	3
"2549"	20	"v"	117	4	2	1	0	216	0	5	5	1	441	7	"stug"	0	3
"2550"	20	"v"	118	4	2	1	6	216	1	6	6	1	424	1	"mooi"	1	1
"2551"	20	"v"	119	4	2	2	4	216	1	6	6	1	547	7	"liefhebbend"	0	2
"2552"	20	"v"	120	4	2	1	6	216	1	6	6	1	520	6	"vriendelijk"	1	1
"2553"	20	"v"	121	4	2	1	7	216	0	5	5	1	421	7	"onsympathiek"	1	1
"2554"	20	"v"	122	4	2	2	4	216	0	5	5	1	405	1	"onvriendelijk"	0	2
"2555"	20	"v"	123	4	2	2	5	216	0	5	5	1	476	1	"stug"	0	4
"2556"	20	"v"	124	4	2	2	1	216	1	6	6	1	590	7	"aangenaam"	0	4
"2557"	20	"v"	125	4	2	2	3	216	0	5	5	1	444	1	"onvriendelijk"	1	1
"2558"	20	"v"	126	4	2	2	1	216	0	5	5	1	503	7	"onvriendelijk"	0	4
"2559"	20	"v"	127	4	2	1	0	216	1	6	6	1	349	7	"mooi"	0	3
"2560"	20	"v"	128	4	2	2	3	216	1	6	6	1	406	7	"vriendelijk"	1	1
"2562"	21	"v"	2	1	2	2	2	216	0	5	5	1	734	7	"stug"	0	3
"2563"	21	"v"	3	1	2	2	5	216	1	6	6	1	826	7	"liefhebbend"	1	1
"2564"	21	"v"	4	1	2	2	3	216	0	5	5	1	734	6	"onaardig"	0	2
"2565"	21	"v"	5	1	2	2	4	216	1	6	6	1	601	1	"vriendelijk"	1	1
"2566"	21	"v"	6	1	2	2	4	216	0	5	5	1	719	7	"irritant"	1	1
"2567"	21	"v"	7	1	2	2	2	216	1	6	6	1	583	7	"mooi"	0	3
"2568"	21	"v"	8	1	2	2	3	216	1	6	6	1	916	7	"aangenaam"	0	2
"2569"	21	"v"	9	1	2	2	4	216	1	6	6	1	492	7	"lief"	1	1
"2570"	21	"v"	10	1	2	1	0	216	1	6	6	1	512	1	"sympathiek"	0	4
"2571"	21	"v"	11	1	2	1	6	216	0	5	5	1	817	7	"humeurig"	0	3
"2572"	21	"v"	12	1	2	1	6	216	1	6	6	1	591	1	"sympathiek"	0	3
"2573"	21	"v"	13	1	2	1	7	216	0	5	5	1	589	7	"onsympathiek"	0	4
"2574"	21	"v"	14	1	2	1	0	216	0	5	5	1	610	6	"onvriendelijk"	0	4
"2575"	21	"v"	15	1	2	1	6	216	0	5	5	1	499	1	"onvriendelijk"	0	3
"2576"	21	"v"	16	1	2	1	1	216	1	6	6	1	577	1	"lief"	0	2
"2577"	21	"v"	17	1	2	2	2	216	1	6	6	1	595	1	"vriendelijk"	0	3
"2578"	21	"v"	18	1	2	1	1	216	1	6	6	1	544	1	"liefhebbend"	0	2
"2579"	21	"v"	19	1	2	2	5	216	1	6	6	1	634	1	"aangenaam"	1	1
"2580"	21	"v"	20	1	2	2	5	216	0	5	5	1	567	6	"onaardig"	1	1
"2581"	21	"v"	21	1	2	1	0	216	1	6	6	1	604	1	"aangenaam"	0	4
"2582"	21	"v"	22	1	2	2	4	216	0	5	5	1	603	1	"onaardig"	1	1
"2583"	21	"v"	23	1	2	2	5	216	0	5	5	1	481	1	"onsympathiek"	1	1
"2584"	21	"v"	24	1	2	2	5	216	1	6	6	1	436	1	"mooi"	1	1
"2585"	21	"v"	25	1	2	1	7	216	1	6	6	1	576	1	"vriendelijk"	0	4
"2586"	21	"v"	26	1	2	2	3	216	1	6	6	1	752	1	"lief"	0	2
"2587"	21	"v"	27	1	2	1	7	216	1	6	6	1	505	9	"liefhebbend"	0	4
"2588"	21	"v"	28	1	2	1	0	216	1	6	6	1	375	7	"aangenaam"	0	4
"2589"	21	"v"	29	1	2	1	0	216	1	6	6	1	423	6	"sympathiek"	0	4
"2590"	21	"v"	30	1	2	2	4	216	1	6	6	1	527	1	"mooi"	1	1
"2591"	21	"v"	31	1	2	1	1	216	0	5	5	1	481	1	"onvriendelijk"	0	2
"2592"	21	"v"	32	1	2	1	6	216	0	5	5	1	401	7	"irritant"	0	3
"2593"	21	"v"	33	2	2	2	3	216	0	5	5	1	428	7	"stug"	0	2
"2594"	21	"v"	34	2	2	2	2	216	1	6	6	1	534	7	"lief"	0	3
"2595"	21	"v"	35	2	2	2	4	216	1	6	6	1	517	1	"vriendelijk"	1	1
"2596"	21	"v"	36	2	2	1	7	216	0	5	5	1	455	7	"irritant"	0	4
"2597"	21	"v"	37	2	2	1	0	216	1	6	6	1	413	1	"mooi"	0	4
"2598"	21	"v"	38	2	2	1	1	216	1	6	6	1	449	1	"aangenaam"	0	2
"2599"	21	"v"	39	2	2	1	1	216	0	5	5	1	532	1	"irritant"	0	2
"2600"	21	"v"	40	2	2	2	2	216	0	5	5	1	656	8	"onaardig"	0	3
"2601"	21	"v"	41	2	2	1	7	216	1	6	6	1	464	7	"mooi"	0	4
"2602"	21	"v"	42	2	2	2	2	216	0	5	5	1	564	7	"stug"	0	3
"2603"	21	"v"	43	2	2	2	3	216	0	5	5	1	511	7	"onaardig"	0	2
"2604"	21	"v"	44	2	2	1	0	216	0	5	5	1	412	1	"onvriendelijk"	0	4
"2605"	21	"v"	45	2	2	1	7	216	0	5	5	1	392	1	"onvriendelijk"	0	4
"2606"	21	"v"	46	2	2	1	7	216	0	5	5	1	441	1	"irritant"	0	4
"2607"	21	"v"	47	2	2	2	2	216	1	6	6	1	500	1	"aangenaam"	0	3
"2608"	21	"v"	48	2	2	2	3	216	1	6	6	1	401	7	"aangenaam"	0	2
"2609"	21	"v"	49	2	2	1	1	216	1	6	6	1	500	6	"lief"	0	2
"2611"	21	"v"	51	2	2	1	1	216	1	6	6	1	506	7	"lief"	0	2
"2612"	21	"v"	52	2	2	1	6	216	1	6	6	1	546	1	"sympathiek"	0	3
"2613"	21	"v"	53	2	2	2	5	216	0	5	5	1	566	7	"irritant"	1	1
"2614"	21	"v"	54	2	2	1	7	216	0	5	5	1	460	1	"stug"	0	4
"2615"	21	"v"	55	2	2	1	6	216	0	5	5	1	430	6	"onsympathiek"	0	3
"2616"	21	"v"	56	2	2	2	2	216	0	5	5	1	428	7	"onaardig"	0	3
"2617"	21	"v"	57	2	2	1	1	216	1	6	6	1	496	1	"lief"	0	2
"2618"	21	"v"	58	2	2	2	5	216	0	5	5	1	702	1	"humeurig"	1	1
"2619"	21	"v"	59	2	2	1	1	216	0	5	5	1	505	1	"irritant"	0	2
"2620"	21	"v"	60	2	2	1	1	216	0	5	5	1	426	6	"humeurig"	0	2
"2621"	21	"v"	61	2	2	1	6	216	1	6	6	1	656	1	"sympathiek"	0	3
"2622"	21	"v"	62	2	2	2	4	216	1	6	6	1	420	1	"vriendelijk"	1	1
"2623"	21	"v"	63	2	2	2	5	216	1	6	6	1	403	1	"lief"	1	1
"2624"	21	"v"	64	2	2	1	6	216	1	6	6	1	531	1	"lief"	0	3
"2625"	21	"v"	65	3	2	2	3	216	1	6	6	1	484	17	"mooi"	0	2
"2626"	21	"v"	66	3	2	1	0	216	0	5	5	1	675	1	"onvriendelijk"	0	4
"2627"	21	"v"	67	3	2	2	4	216	0	5	5	1	619	1	"onaardig"	1	1
"2628"	21	"v"	68	3	2	1	6	216	0	5	5	1	393	1	"onsympathiek"	0	3
"2629"	21	"v"	69	3	2	2	5	216	1	6	6	1	458	7	"lief"	1	1
"2630"	21	"v"	70	3	2	2	5	216	0	5	5	1	499	1	"irritant"	1	1
"2631"	21	"v"	71	3	2	1	0	216	1	6	6	1	650	7	"liefhebbend"	0	4
