"ppn"	"mv"	"trial"	"blk"	"hnd"	"tfac"	"fac"	"prmt"	"ttype"	"xr"	"r"	"cor"	"rt"	"re"	"target"	"contingency_aware"	"contingency_correct"
"1996"	16	"v"	76	3	1	2	1	216	0	6	6	1	588	6	"onvriendelijk"	1	1
"1997"	16	"v"	77	3	1	1	2	216	1	5	5	1	578	7	"lief"	1	1
"1998"	16	"v"	78	3	1	2	1	216	1	5	5	1	739	7	"sympathiek"	1	1
"1999"	16	"v"	79	3	1	2	7	216	0	6	6	1	567	1	"onsympathiek"	1	1
"2000"	16	"v"	80	3	1	1	4	216	1	5	5	1	605	1	"vriendelijk"	0	2
"2001"	16	"v"	81	3	1	1	5	216	1	5	5	1	585	1	"mooi"	0	2
"2003"	16	"v"	83	3	1	1	4	216	0	6	6	1	1149	7	"onsympathiek"	0	2
"2004"	16	"v"	84	3	1	1	4	216	0	6	6	1	601	7	"irritant"	0	2
"2005"	16	"v"	85	3	1	2	7	216	1	5	5	1	674	1	"aangenaam"	1	1
"2006"	16	"v"	86	3	1	2	6	216	0	6	6	1	849	1	"onvriendelijk"	1	1
"2007"	16	"v"	87	3	1	2	1	216	1	5	5	1	782	1	"sympathiek"	1	1
"2008"	16	"v"	88	3	1	2	7	216	1	5	5	1	1004	1	"vriendelijk"	1	1
"2009"	16	"v"	89	3	1	2	0	216	0	6	6	1	1179	1	"onaardig"	0	4
"2010"	16	"v"	90	3	1	1	2	216	1	5	5	1	566	1	"mooi"	1	1
"2011"	16	"v"	91	3	1	2	7	216	1	5	5	1	666	7	"mooi"	1	1
"2012"	16	"v"	92	3	1	2	6	216	0	6	6	1	607	1	"onaardig"	1	1
"2014"	16	"v"	94	3	1	2	1	216	1	5	5	1	1049	1	"aangenaam"	1	1
"2015"	16	"v"	95	3	1	1	4	216	1	5	5	1	695	1	"vriendelijk"	0	2
"2016"	16	"v"	96	3	1	1	4	216	1	5	5	1	622	7	"liefhebbend"	0	2
"2017"	16	"v"	97	4	1	1	2	216	1	5	5	1	537	7	"mooi"	1	1
"2018"	16	"v"	98	4	1	2	6	216	0	6	6	1	1039	1	"humeurig"	1	1
"2019"	16	"v"	99	4	1	2	1	216	0	6	6	1	654	1	"onaardig"	1	1
"2020"	16	"v"	100	4	1	2	0	216	1	5	5	1	679	7	"liefhebbend"	0	4
"2021"	16	"v"	101	4	1	1	2	216	1	5	5	1	702	1	"mooi"	1	1
"2022"	16	"v"	102	4	1	2	0	216	0	6	6	1	612	1	"stug"	0	4
"2023"	16	"v"	103	4	1	2	1	216	1	5	5	1	776	7	"sympathiek"	1	1
"2024"	16	"v"	104	4	1	1	5	216	0	6	6	1	796	6	"humeurig"	0	2
"2025"	16	"v"	105	4	1	2	0	216	0	6	6	1	844	7	"onvriendelijk"	0	4
"2026"	16	"v"	106	4	1	1	2	216	1	5	5	1	607	1	"sympathiek"	1	1
"2027"	16	"v"	107	4	1	1	3	216	0	6	6	1	795	6	"stug"	1	1
"2029"	16	"v"	109	4	1	1	4	216	1	5	5	1	848	10	"liefhebbend"	0	2
"2030"	16	"v"	110	4	1	1	2	216	0	6	6	1	595	1	"onsympathiek"	1	1
"2031"	16	"v"	111	4	1	1	5	216	1	5	5	1	815	1	"liefhebbend"	0	2
"2032"	16	"v"	112	4	1	2	6	216	0	6	6	1	619	1	"onaardig"	1	1
"2033"	16	"v"	113	4	1	2	1	216	1	5	5	1	697	1	"sympathiek"	1	1
"2034"	16	"v"	114	4	1	1	3	216	1	5	5	1	796	1	"liefhebbend"	1	1
"2035"	16	"v"	115	4	1	1	3	216	0	6	6	1	554	1	"onsympathiek"	1	1
"2036"	16	"v"	116	4	1	2	6	216	0	6	6	1	749	1	"irritant"	1	1
"2037"	16	"v"	117	4	1	1	2	216	1	5	5	1	660	1	"sympathiek"	1	1
"2038"	16	"v"	118	4	1	1	5	216	0	6	6	1	802	9	"onvriendelijk"	0	2
"2039"	16	"v"	119	4	1	2	6	216	1	5	5	1	533	1	"mooi"	1	1
"2040"	16	"v"	120	4	1	1	4	216	0	6	6	1	1111	7	"humeurig"	0	2
"2041"	16	"v"	121	4	1	2	7	216	0	6	6	1	632	7	"onvriendelijk"	1	1
"2042"	16	"v"	122	4	1	1	5	216	1	5	5	1	644	1	"vriendelijk"	0	2
"2043"	16	"v"	123	4	1	1	2	216	1	5	5	1	1017	1	"aangenaam"	1	1
"2044"	16	"v"	124	4	1	2	1	216	0	6	6	1	623	1	"onaardig"	1	1
"2045"	16	"v"	125	4	1	2	7	216	0	6	6	1	707	1	"irritant"	1	1
"2046"	16	"v"	126	4	1	1	2	216	0	6	6	1	757	7	"onsympathiek"	1	1
"2047"	16	"v"	127	4	1	1	2	216	0	6	6	1	698	1	"humeurig"	1	1
"2048"	16	"v"	128	4	1	1	3	216	1	5	5	1	715	6	"lief"	1	1
"2051"	17	"v"	3	1	2	2	6	216	1	6	6	1	570	7	"aangenaam"	1	1
"2052"	17	"v"	4	1	2	2	4	216	1	6	6	1	482	7	"lief"	0	2
"2053"	17	"v"	5	1	2	2	2	216	0	5	5	1	560	7	"irritant"	1	1
"2054"	17	"v"	6	1	2	2	4	216	0	5	5	1	602	1	"onaardig"	0	2
"2055"	17	"v"	7	1	2	1	5	216	0	5	5	1	483	1	"onaardig"	0	2
"2056"	17	"v"	8	1	2	2	6	216	0	5	5	1	578	7	"irritant"	1	1
"2057"	17	"v"	9	1	2	1	7	216	0	5	5	1	551	1	"onaardig"	1	1
"2058"	17	"v"	10	1	2	1	1	216	0	5	5	1	389	6	"irritant"	1	1
"2059"	17	"v"	11	1	2	1	5	216	1	6	6	1	463	7	"vriendelijk"	0	2
"2060"	17	"v"	12	1	2	2	4	216	0	5	5	1	687	1	"humeurig"	0	2
"2062"	17	"v"	14	1	2	2	6	216	0	5	5	1	501	7	"humeurig"	1	1
"2063"	17	"v"	15	1	2	1	0	216	1	6	6	1	586	7	"sympathiek"	1	1
"2064"	17	"v"	16	1	2	1	5	216	0	5	5	1	554	1	"irritant"	0	2
"2065"	17	"v"	17	1	2	2	3	216	1	6	6	1	596	7	"mooi"	1	1
"2066"	17	"v"	18	1	2	2	2	216	0	5	5	1	592	1	"humeurig"	1	1
"2067"	17	"v"	19	1	2	1	5	216	1	6	6	1	538	1	"mooi"	0	2
"2068"	17	"v"	20	1	2	1	1	216	1	6	6	1	438	7	"vriendelijk"	1	1
"2069"	17	"v"	21	1	2	1	1	216	0	5	5	1	551	1	"onvriendelijk"	1	1
"2070"	17	"v"	22	1	2	1	0	216	1	6	6	1	663	7	"liefhebbend"	1	1
"2071"	17	"v"	23	1	2	1	1	216	1	6	6	1	449	9	"sympathiek"	1	1
"2072"	17	"v"	24	1	2	2	4	216	1	6	6	1	470	1	"sympathiek"	0	2
"2073"	17	"v"	25	1	2	1	7	216	1	6	6	1	497	7	"liefhebbend"	1	1
"2074"	17	"v"	26	1	2	2	4	216	0	5	5	1	585	2	"stug"	0	2
"2075"	17	"v"	27	1	2	2	3	216	1	6	6	1	532	1	"mooi"	1	1
"2076"	17	"v"	28	1	2	2	4	216	1	6	6	1	397	7	"mooi"	0	2
"2077"	17	"v"	29	1	2	2	3	216	1	6	6	1	512	7	"vriendelijk"	1	1
"2078"	17	"v"	30	1	2	1	0	216	1	6	6	1	465	1	"vriendelijk"	1	1
"2079"	17	"v"	31	1	2	2	2	216	1	6	6	1	372	1	"lief"	1	1
"2080"	17	"v"	32	1	2	2	3	216	1	6	6	1	464	1	"liefhebbend"	1	1
"2081"	17	"v"	33	2	2	1	1	216	1	6	6	1	371	1	"mooi"	1	1
"2082"	17	"v"	34	2	2	2	3	216	1	6	6	1	352	1	"mooi"	1	1
"2083"	17	"v"	35	2	2	1	0	216	1	6	6	1	495	6	"liefhebbend"	1	1
"2084"	17	"v"	36	2	2	2	3	216	0	5	5	1	591	6	"irritant"	1	1
"2085"	17	"v"	37	2	2	2	2	216	1	6	6	1	526	7	"vriendelijk"	1	1
"2086"	17	"v"	38	2	2	2	2	216	1	6	6	1	369	7	"mooi"	1	1
"2087"	17	"v"	39	2	2	2	3	216	1	6	6	1	361	7	"vriendelijk"	1	1
"2088"	17	"v"	40	2	2	2	6	216	1	6	6	1	502	7	"vriendelijk"	1	1
"2089"	17	"v"	41	2	2	1	0	216	0	5	5	1	624	1	"irritant"	1	1
"2090"	17	"v"	42	2	2	2	2	216	0	5	5	1	478	7	"onaardig"	1	1
"2091"	17	"v"	43	2	2	1	5	216	0	5	5	1	491	1	"stug"	0	2
"2093"	17	"v"	45	2	2	1	7	216	1	6	6	1	491	1	"vriendelijk"	1	1
"2094"	17	"v"	46	2	2	1	7	216	1	6	6	1	438	7	"liefhebbend"	1	1
"2095"	17	"v"	47	2	2	2	6	216	1	6	6	1	371	6	"sympathiek"	1	1
"2097"	17	"v"	49	2	2	2	2	216	1	6	6	1	581	1	"aangenaam"	1	1
"2098"	17	"v"	50	2	2	2	3	216	1	6	6	1	513	7	"vriendelijk"	1	1
"2099"	17	"v"	51	2	2	1	1	216	0	5	5	1	386	7	"irritant"	1	1
"2100"	17	"v"	52	2	2	2	3	216	0	5	5	1	520	6	"humeurig"	1	1
"2101"	17	"v"	53	2	2	2	2	216	0	5	5	1	464	8	"irritant"	1	1
"2102"	17	"v"	54	2	2	2	6	216	1	6	6	1	517	1	"vriendelijk"	1	1
"2103"	17	"v"	55	2	2	1	1	216	0	5	5	1	550	8	"onaardig"	1	1
"2104"	17	"v"	56	2	2	1	1	216	1	6	6	1	730	1	"aangenaam"	1	1
"2105"	17	"v"	57	2	2	2	4	216	0	5	5	1	482	1	"onvriendelijk"	0	2
"2106"	17	"v"	58	2	2	1	5	216	1	6	6	1	548	1	"liefhebbend"	0	2
"2107"	17	"v"	59	2	2	1	1	216	0	5	5	1	633	1	"humeurig"	1	1
"2108"	17	"v"	60	2	2	2	4	216	1	6	6	1	455	7	"lief"	0	2
"2109"	17	"v"	61	2	2	1	1	216	0	5	5	1	663	1	"irritant"	1	1
"2110"	17	"v"	62	2	2	1	1	216	1	6	6	1	489	1	"lief"	1	1
"2111"	17	"v"	63	2	2	1	5	216	0	5	5	1	554	9	"stug"	0	2
"2112"	17	"v"	64	2	2	1	5	216	0	5	5	1	465	6	"stug"	0	2
"2113"	17	"v"	65	3	2	1	5	216	1	6	6	1	461	1	"mooi"	0	2
"2114"	17	"v"	66	3	2	1	5	216	1	6	6	1	540	1	"vriendelijk"	0	2
"2115"	17	"v"	67	3	2	2	2	216	1	6	6	1	391	1	"mooi"	1	1
"2116"	17	"v"	68	3	2	2	3	216	0	5	5	1	590	1	"onsympathiek"	1	1
"2117"	17	"v"	69	3	2	1	7	216	1	6	6	1	632	6	"liefhebbend"	1	1
"2118"	17	"v"	70	3	2	1	0	216	0	5	5	1	536	1	"irritant"	1	1
"2119"	17	"v"	71	3	2	2	4	216	1	6	6	1	634	1	"aangenaam"	0	2
"2120"	17	"v"	72	3	2	2	6	216	1	6	6	1	468	1	"mooi"	1	1
"2121"	17	"v"	73	3	2	1	1	216	1	6	6	1	421	7	"sympathiek"	1	1
"2122"	17	"v"	74	3	2	1	0	216	0	5	5	1	708	7	"onaardig"	1	1
"2123"	17	"v"	75	3	2	2	2	216	1	6	6	1	414	7	"vriendelijk"	1	1
"2124"	17	"v"	76	3	2	1	0	216	1	6	6	1	398	1	"aangenaam"	1	1
"2125"	17	"v"	77	3	2	2	6	216	0	5	5	1	555	7	"irritant"	1	1
"2126"	17	"v"	78	3	2	1	7	216	0	5	5	1	536	7	"irritant"	1	1
"2127"	17	"v"	79	3	2	1	5	216	0	5	5	1	557	1	"stug"	0	2
"2128"	17	"v"	80	3	2	2	3	216	0	5	5	1	680	7	"onsympathiek"	1	1
"2129"	17	"v"	81	3	2	1	5	216	1	6	6	1	519	1	"liefhebbend"	0	2
"2130"	17	"v"	82	3	2	2	6	216	0	5	5	1	502	7	"irritant"	1	1
"2131"	17	"v"	83	3	2	1	7	216	0	5	5	1	485	7	"irritant"	1	1
"2132"	17	"v"	84	3	2	1	0	216	0	5	5	1	761	1	"onsympathiek"	1	1
"2133"	17	"v"	85	3	2	2	6	216	1	6	6	1	594	7	"vriendelijk"	1	1
"2134"	17	"v"	86	3	2	2	4	216	1	6	6	1	568	6	"aangenaam"	0	2
"2135"	17	"v"	87	3	2	1	7	216	1	6	6	1	576	1	"liefhebbend"	1	1
"2136"	17	"v"	88	3	2	1	0	216	1	6	6	1	501	6	"sympathiek"	1	1
"2137"	17	"v"	89	3	2	2	6	216	1	6	6	1	488	7	"vriendelijk"	1	1
"2138"	17	"v"	90	3	2	1	0	216	1	6	6	1	403	1	"vriendelijk"	1	1
"2139"	17	"v"	91	3	2	1	5	216	1	6	6	1	511	1	"sympathiek"	0	2
"2140"	17	"v"	92	3	2	1	0	216	0	5	5	1	803	7	"onvriendelijk"	1	1
"2141"	17	"v"	93	3	2	1	0	216	0	5	5	1	472	1	"onvriendelijk"	1	1
"2143"	17	"v"	95	3	2	2	6	216	0	5	5	1	512	1	"stug"	1	1
"2144"	17	"v"	96	3	2	2	2	216	0	5	5	1	782	7	"stug"	1	1
"2145"	17	"v"	97	4	2	1	1	216	0	5	5	1	539	6	"onvriendelijk"	1	1
"2146"	17	"v"	98	4	2	1	7	216	1	6	6	1	560	7	"mooi"	1	1
"2148"	17	"v"	100	4	2	2	4	216	1	6	6	1	455	1	"mooi"	0	2
"2149"	17	"v"	101	4	2	1	7	216	1	6	6	1	606	7	"aangenaam"	1	1
"2150"	17	"v"	102	4	2	2	3	216	0	5	5	1	554	7	"onvriendelijk"	1	1
"2151"	17	"v"	103	4	2	2	6	216	0	5	5	1	473	7	"onsympathiek"	1	1
"2152"	17	"v"	104	4	2	1	7	216	0	5	5	1	631	1	"irritant"	1	1
"2153"	17	"v"	105	4	2	1	7	216	0	5	5	1	459	1	"onaardig"	1	1
"2154"	17	"v"	106	4	2	2	2	216	0	5	5	1	396	6	"onaardig"	1	1
"2155"	17	"v"	107	4	2	2	2	216	0	5	5	1	462	1	"onaardig"	1	1
"2156"	17	"v"	108	4	2	1	0	216	1	6	6	1	562	6	"mooi"	1	1
"2157"	17	"v"	109	4	2	2	3	216	0	5	5	1	466	1	"irritant"	1	1
"2158"	17	"v"	110	4	2	1	0	216	0	5	5	1	515	1	"onsympathiek"	1	1
"2159"	17	"v"	111	4	2	2	2	216	1	6	6	1	658	10	"liefhebbend"	1	1
"2160"	17	"v"	112	4	2	1	1	216	1	6	6	1	397	7	"lief"	1	1
"2161"	17	"v"	113	4	2	1	7	216	0	5	5	1	492	1	"onsympathiek"	1	1
"2162"	17	"v"	114	4	2	1	5	216	0	5	5	1	554	1	"stug"	0	2
"2163"	17	"v"	115	4	2	2	4	216	0	5	5	1	449	1	"onaardig"	0	2
"2164"	17	"v"	116	4	2	1	7	216	0	5	5	1	407	1	"stug"	1	1
"2165"	17	"v"	117	4	2	1	5	216	1	6	6	1	495	7	"lief"	0	2
"2166"	17	"v"	118	4	2	2	4	216	0	5	5	1	519	10	"stug"	0	2
"2167"	17	"v"	119	4	2	2	6	216	1	6	6	1	636	6	"aangenaam"	1	1
"2168"	17	"v"	120	4	2	2	4	216	1	6	6	1	742	7	"vriendelijk"	0	2
"2169"	17	"v"	121	4	2	1	7	216	1	6	6	1	456	1	"mooi"	1	1
"2170"	17	"v"	122	4	2	1	0	216	0	5	5	1	732	7	"humeurig"	1	1
"2171"	17	"v"	123	4	2	2	3	216	0	5	5	1	477	1	"humeurig"	1	1
"2172"	17	"v"	124	4	2	2	4	216	0	5	5	1	418	7	"onsympathiek"	0	2
"2173"	17	"v"	125	4	2	1	1	216	1	6	6	1	691	1	"sympathiek"	1	1
"2174"	17	"v"	126	4	2	2	2	216	0	5	5	1	547	10	"stug"	1	1
"2176"	17	"v"	128	4	2	1	7	216	0	5	5	1	529	1	"stug"	1	1
"2177"	18	"v"	1	1	1	1	7	216	0	6	6	1	684	1	"onaardig"	1	1
"2178"	18	"v"	2	1	1	2	2	216	0	6	6	1	568	1	"onsympathiek"	1	1
"2179"	18	"v"	3	1	1	2	2	216	1	5	5	1	425	7	"mooi"	1	1
"2180"	18	"v"	4	1	1	2	3	216	0	6	6	1	454	1	"irritant"	1	1
"2181"	18	"v"	5	1	1	2	2	216	0	6	6	1	582	7	"irritant"	1	1
"2182"	18	"v"	6	1	1	2	3	216	1	5	5	1	780	1	"lief"	1	1
"2183"	18	"v"	7	1	1	1	1	216	0	6	6	1	718	6	"stug"	1	1
"2184"	18	"v"	8	1	1	1	0	216	0	6	6	1	467	6	"onvriendelijk"	1	1
"2185"	18	"v"	9	1	1	1	1	216	1	5	5	1	504	1	"aangenaam"	1	1
"2186"	18	"v"	10	1	1	2	4	216	0	6	6	1	759	7	"onaardig"	1	1
"2187"	18	"v"	11	1	1	2	3	216	0	6	6	1	533	7	"stug"	1	1
"2188"	18	"v"	12	1	1	2	6	216	0	6	6	1	522	7	"onaardig"	0	4
"2189"	18	"v"	13	1	1	1	5	216	1	5	5	1	646	1	"liefhebbend"	1	1
"2191"	18	"v"	15	1	1	2	3	216	1	5	5	1	545	8	"vriendelijk"	1	1
"2192"	18	"v"	16	1	1	1	1	216	1	5	5	1	626	7	"vriendelijk"	1	1
"2193"	18	"v"	17	1	1	2	6	216	1	5	5	1	618	7	"vriendelijk"	0	4
"2194"	18	"v"	18	1	1	2	4	216	1	5	5	1	435	6	"vriendelijk"	1	1
"2195"	18	"v"	19	1	1	1	0	216	0	6	6	1	600	1	"irritant"	1	1
"2196"	18	"v"	20	1	1	1	1	216	0	6	6	1	560	7	"irritant"	1	1
"2198"	18	"v"	22	1	1	2	2	216	1	5	5	1	740	1	"aangenaam"	1	1
"2199"	18	"v"	23	1	1	2	6	216	1	5	5	1	487	1	"sympathiek"	0	4
"2200"	18	"v"	24	1	1	2	4	216	0	6	6	1	553	1	"onsympathiek"	1	1
"2202"	18	"v"	26	1	1	2	6	216	0	6	6	1	480	7	"irritant"	0	4
"2203"	18	"v"	27	1	1	1	7	216	0	6	6	1	575	7	"onvriendelijk"	1	1
"2204"	18	"v"	28	1	1	2	2	216	0	6	6	1	476	1	"onvriendelijk"	1	1
"2205"	18	"v"	29	1	1	1	0	216	0	6	6	1	505	6	"stug"	1	1
"2206"	18	"v"	30	1	1	1	1	216	0	6	6	1	480	8	"irritant"	1	1
"2207"	18	"v"	31	1	1	1	7	216	0	6	6	1	450	1	"onvriendelijk"	1	1
"2208"	18	"v"	32	1	1	1	7	216	1	5	5	1	489	9	"aangenaam"	1	1
"2209"	18	"v"	33	2	1	2	4	216	0	6	6	1	514	1	"onsympathiek"	1	1
"2210"	18	"v"	34	2	1	2	3	216	0	6	6	1	559	1	"humeurig"	1	1
"2211"	18	"v"	35	2	1	2	2	216	0	6	6	1	504	6	"onvriendelijk"	1	1
"2212"	18	"v"	36	2	1	1	5	216	0	6	6	1	398	2	"onvriendelijk"	1	1
"2213"	18	"v"	37	2	1	1	5	216	0	6	6	1	542	6	"humeurig"	1	1
"2214"	18	"v"	38	2	1	2	6	216	0	6	6	1	509	7	"humeurig"	0	4
"2215"	18	"v"	39	2	1	1	0	216	1	5	5	1	725	7	"sympathiek"	1	1
"2216"	18	"v"	40	2	1	2	6	216	0	6	6	1	444	1	"irritant"	0	4
"2217"	18	"v"	41	2	1	2	4	216	0	6	6	1	496	1	"stug"	1	1
"2218"	18	"v"	42	2	1	1	1	216	1	5	5	1	506	6	"liefhebbend"	1	1
"2219"	18	"v"	43	2	1	2	4	216	1	5	5	1	563	1	"aangenaam"	1	1
"2220"	18	"v"	44	2	1	1	0	216	1	5	5	1	431	1	"vriendelijk"	1	1
"2222"	18	"v"	46	2	1	2	6	216	0	6	6	1	468	7	"stug"	0	4
"2223"	18	"v"	47	2	1	2	3	216	1	5	5	1	572	7	"sympathiek"	1	1
"2224"	18	"v"	48	2	1	1	5	216	1	5	5	1	429	1	"lief"	1	1
"2225"	18	"v"	49	2	1	1	7	216	1	5	5	1	389	1	"sympathiek"	1	1
"2226"	18	"v"	50	2	1	1	5	216	1	5	5	1	358	7	"lief"	1	1
"2228"	18	"v"	52	2	1	2	6	216	1	5	5	1	447	1	"mooi"	0	4
"2229"	18	"v"	53	2	1	1	0	216	0	6	6	1	482	1	"onaardig"	1	1
"2230"	18	"v"	54	2	1	1	5	216	1	5	5	1	481	1	"aangenaam"	1	1
"2233"	18	"v"	57	2	1	2	4	216	1	5	5	1	558	9	"mooi"	1	1
"2234"	18	"v"	58	2	1	1	5	216	0	6	6	1	704	1	"onvriendelijk"	1	1
"2235"	18	"v"	59	2	1	1	1	216	0	6	6	1	484	7	"onsympathiek"	1	1
"2236"	18	"v"	60	2	1	1	1	216	1	5	5	1	588	1	"lief"	1	1
"2237"	18	"v"	61	2	1	2	4	216	1	5	5	1	677	1	"sympathiek"	1	1
"2239"	18	"v"	63	2	1	1	5	216	0	6	6	1	588	1	"stug"	1	1
"2240"	18	"v"	64	2	1	2	3	216	1	5	5	1	572	1	"mooi"	1	1
"2241"	18	"v"	65	3	1	2	4	216	0	6	6	1	513	22	"stug"	1	1
"2242"	18	"v"	66	3	1	2	6	216	1	5	5	1	538	6	"aangenaam"	0	4
"2244"	18	"v"	68	3	1	1	1	216	0	6	6	1	519	7	"stug"	1	1
"2245"	18	"v"	69	3	1	2	3	216	1	5	5	1	639	7	"vriendelijk"	1	1
"2247"	18	"v"	71	3	1	2	2	216	0	6	6	1	528	1	"humeurig"	1	1
"2248"	18	"v"	72	3	1	1	0	216	0	6	6	1	784	7	"humeurig"	1	1
"2249"	18	"v"	73	3	1	1	5	216	1	5	5	1	519	1	"aangenaam"	1	1
"2250"	18	"v"	74	3	1	2	6	216	1	5	5	1	422	7	"aangenaam"	0	4
"2251"	18	"v"	75	3	1	1	0	216	0	6	6	1	690	7	"irritant"	1	1
"2252"	18	"v"	76	3	1	2	2	216	1	5	5	1	570	7	"lief"	1	1
"2253"	18	"v"	77	3	1	2	2	216	1	5	5	1	473	1	"lief"	1	1
"2254"	18	"v"	78	3	1	1	7	216	1	5	5	1	515	1	"lief"	1	1
"2255"	18	"v"	79	3	1	2	4	216	1	5	5	1	395	7	"lief"	1	1
"2256"	18	"v"	80	3	1	2	4	216	1	5	5	1	670	7	"sympathiek"	1	1
"2257"	18	"v"	81	3	1	2	6	216	1	5	5	1	453	8	"mooi"	0	4
"2258"	18	"v"	82	3	1	2	3	216	1	5	5	1	374	7	"aangenaam"	1	1
"2259"	18	"v"	83	3	1	2	3	216	0	6	6	1	534	7	"onaardig"	1	1
"2260"	18	"v"	84	3	1	2	3	216	1	5	5	1	482	6	"mooi"	1	1
"2261"	18	"v"	85	3	1	1	0	216	1	5	5	1	511	1	"aangenaam"	1	1
"2262"	18	"v"	86	3	1	2	3	216	1	5	5	1	214	9	"aangenaam"	1	1
"2263"	18	"v"	87	3	1	1	5	216	1	5	5	1	359	1	"mooi"	1	1
"2264"	18	"v"	88	3	1	1	0	216	1	5	5	1	382	1	"vriendelijk"	1	1
"2265"	18	"v"	89	3	1	2	6	216	1	5	5	1	464	1	"aangenaam"	0	4
"2266"	18	"v"	90	3	1	2	6	216	1	5	5	1	371	7	"aangenaam"	0	4
"2267"	18	"v"	91	3	1	2	6	216	0	6	6	1	461	7	"onvriendelijk"	0	4
"2269"	18	"v"	93	3	1	2	2	216	1	5	5	1	448	1	"vriendelijk"	1	1
"2270"	18	"v"	94	3	1	1	5	216	0	6	6	1	479	1	"onsympathiek"	1	1
"2271"	18	"v"	95	3	1	2	2	216	0	6	6	1	487	1	"stug"	1	1
"2272"	18	"v"	96	3	1	1	7	216	1	5	5	1	457	1	"aangenaam"	1	1
"2273"	18	"v"	97	4	1	2	4	216	1	5	5	1	693	1	"sympathiek"	1	1
"2274"	18	"v"	98	4	1	2	4	216	1	5	5	1	562	7	"liefhebbend"	1	1
"2275"	18	"v"	99	4	1	2	6	216	0	6	6	1	519	6	"onaardig"	0	4
"2276"	18	"v"	100	4	1	2	4	216	0	6	6	1	453	7	"onsympathiek"	1	1
"2277"	18	"v"	101	4	1	1	5	216	1	5	5	1	483	7	"mooi"	1	1
"2278"	18	"v"	102	4	1	2	3	216	0	6	6	1	288	1	"onvriendelijk"	1	1
"2279"	18	"v"	103	4	1	1	7	216	0	6	6	1	609	1	"humeurig"	1	1
"2281"	18	"v"	105	4	1	2	2	216	1	5	5	1	623	1	"vriendelijk"	1	1
"2282"	18	"v"	106	4	1	1	7	216	0	6	6	1	551	1	"humeurig"	1	1
"2283"	18	"v"	107	4	1	1	0	216	0	6	6	1	523	7	"humeurig"	1	1
"2284"	18	"v"	108	4	1	1	1	216	1	5	5	1	454	1	"liefhebbend"	1	1
"2285"	18	"v"	109	4	1	1	7	216	1	5	5	1	624	7	"lief"	1	1
"2286"	18	"v"	110	4	1	2	2	216	0	6	6	1	546	1	"onvriendelijk"	1	1
"2287"	18	"v"	111	4	1	2	3	216	0	6	6	1	626	6	"irritant"	1	1
"2288"	18	"v"	112	4	1	2	4	216	0	6	6	1	505	7	"onvriendelijk"	1	1
"2289"	18	"v"	113	4	1	1	7	216	1	5	5	1	530	7	"sympathiek"	1	1
"2290"	18	"v"	114	4	1	1	7	216	0	6	6	1	510	1	"humeurig"	1	1
"2291"	18	"v"	115	4	1	2	2	216	1	5	5	1	639	7	"liefhebbend"	1	1
"2292"	18	"v"	116	4	1	1	7	216	0	6	6	1	505	1	"humeurig"	1	1
"2293"	18	"v"	117	4	1	1	7	216	1	5	5	1	603	1	"liefhebbend"	1	1
"2294"	18	"v"	118	4	1	1	0	216	1	5	5	1	804	1	"lief"	1	1
"2295"	18	"v"	119	4	1	1	5	216	0	6	6	1	442	9	"humeurig"	1	1
"2296"	18	"v"	120	4	1	1	5	216	1	5	5	1	723	1	"aangenaam"	1	1
"2297"	18	"v"	121	4	1	2	6	216	0	6	6	1	530	7	"onaardig"	0	4
"2299"	18	"v"	123	4	1	1	0	216	1	5	5	1	473	1	"lief"	1	1
"2300"	18	"v"	124	4	1	1	7	216	1	5	5	1	507	1	"mooi"	1	1
"2301"	18	"v"	125	4	1	1	1	216	1	5	5	1	626	1	"aangenaam"	1	1
"2302"	18	"v"	126	4	1	1	0	216	1	5	5	1	593	1	"lief"	1	1
"2303"	18	"v"	127	4	1	2	2	216	1	5	5	1	402	7	"aangenaam"	1	1
"2304"	18	"v"	128	4	1	1	0	216	1	5	5	1	369	7	"aangenaam"	1	1
"2305"	19	"v"	1	1	1	2	1	216	1	5	5	1	605	1	"liefhebbend"	0	2
"2306"	19	"v"	2	1	1	1	6	216	1	5	5	1	482	6	"liefhebbend"	0	4
"2307"	19	"v"	3	1	1	1	6	216	1	5	5	1	420	1	"liefhebbend"	0	4
"2308"	19	"v"	4	1	1	1	6	216	0	6	6	1	508	8	"irritant"	0	4
"2309"	19	"v"	5	1	1	2	3	216	1	5	5	1	546	1	"mooi"	1	1
"2310"	19	"v"	6	1	1	2	3	216	1	5	5	1	433	7	"liefhebbend"	1	1
"2311"	19	"v"	7	1	1	1	0	216	0	6	6	1	392	1	"irritant"	0	2
"2312"	19	"v"	8	1	1	2	1	216	0	6	6	1	447	7	"stug"	0	2
"2313"	19	"v"	9	1	1	1	7	216	1	5	5	1	480	6	"lief"	1	1
"2314"	19	"v"	10	1	1	2	3	216	1	5	5	1	458	1	"vriendelijk"	1	1
"2315"	19	"v"	11	1	1	1	6	216	1	5	5	1	538	1	"sympathiek"	0	4
"2316"	19	"v"	12	1	1	2	4	216	1	5	5	1	462	1	"liefhebbend"	0	3
"2317"	19	"v"	13	1	1	2	4	216	0	6	6	1	469	1	"irritant"	0	3
"2318"	19	"v"	14	1	1	1	7	216	1	5	5	1	420	1	"vriendelijk"	1	1
